title,engine,gearbox,body,wheel,condition,creation_date,views_cnt,owners,pts,accident,customs,transmission,color,mileage,year,real_owner,price,dealer
BMW 3 серии 318d VII (G2x),2.0 л / 204 л.с. / Дизель,механическая,седан,Левый,Не требует ремонта,9 октября,651 (2 сегодня),1 владелец,Оригинал,1,Растаможен,задний,серый,19 000 км,2020,1,5 500 000 ₽,0
BMW 1 серии 123d I (E81/E82/E87/E88) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,28 сентября,1621 (1 сегодня),3 или более,Дубликат,1,Растаможен,полный,чёрный,294 300 км,2008,1,800 000 ₽,0
BMW 7 серии 730d xDrive V (F01/F02/F04) Рестайлинг,4.4 л / 286 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,8 августа,3114 (1 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,198 800 км,2012,0,11 500 000 ₽,0
BMW 5 серии 540i IV (E39),3.0 л / 400 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,26 сентября,2643 (4 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,312 000 км,1999,0,2 815 000 ₽,0
BMW X6 30d III (G06),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,4 ноября,61,3 или более,Оригинал,0,Растаможен,полный,белый,31 200 км,2021,0,830 000 ₽,0
BMW 3 серии M340d xDrive VII (G2x),3.0 л / 218 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,30 октября,568 (2 сегодня),3 или более,Дубликат,0,Растаможен,полный,чёрный,58 000 км,2020,0,1 350 000 ₽,0
BMW X1 20d I (E84),2.0 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,22 сентября,197 (1 сегодня),2 владельца,Оригинал,1,Растаможен,полный,синий,133 000 км,2012,0,753 000 ₽,0
BMW X5 3.0d I (E53) Рестайлинг,4.4 л / 286 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,20 мая,2757,1 владелец,Оригинал,1,Растаможен,задний,чёрный,325 000 км,2005,0,6 590 000 ₽,0
BMW X5 40d III (F15),2.0 л / 249 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 сентября,822,2 владельца,Оригинал,1,Растаможен,полный,белый,39 000 км,2017,1,649 000 ₽,0
BMW X5 M50d III (F15),2.2 л / 170 л.с. / Бензин,механическая,внедорожник 5 дв.,Левый,Не требует ремонта,11 октября,549 (2 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,92 000 км,2018,0,7 650 000 ₽,0
BMW 3 серии M340d xDrive VII (G2x),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,30 октября,568 (2 сегодня),3 или более,Дубликат,0,Растаможен,полный,чёрный,58 000 км,2020,0,1 640 000 ₽,0
BMW X5 30d IV (G05),2.0 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,297 (2 сегодня),2 владельца,Оригинал,0,Растаможен,задний,чёрный,59 000 км,2019,0,8 000 000 ₽,0
BMW X7 30d I (G07),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,19 октября,441 (2 сегодня),3 или более,Оригинал,1,Растаможен,полный,чёрный,59 000 км,2020,0,3 100 000 ₽,0
BMW 7 серии 730d xDrive V (F01/F02/F04) Рестайлинг,2.0 л / 249 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,8 августа,3114 (1 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,198 800 км,2012,0,2 800 000 ₽,0
BMW X6 30d III (G06),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,4 ноября,79 (3 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,31 200 км,2020,0,8 500 000 ₽,0
BMW 3 серии 320d xDrive VII (G2x),4.4 л / 530 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,30 сентября,627 (1 сегодня),2 владельца,Оригинал,0,Растаможен,полный,белый,46 800 км,2021,0,8 000 000 ₽,0
BMW X3 20d xDrive III (G01),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,17 сентября,152 (1 сегодня),1 владелец,Оригинал,1,Растаможен,полный,синий,79 728 км,2018,0,3 249 999 ₽,0
BMW 3 серии 318d VII (G2x),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,9 октября,651 (2 сегодня),3 или более,Оригинал,1,Растаможен,полный,серый,19 000 км,2020,1,5 000 000 ₽,0
BMW i3 60Ah I (I01),4.4 л / 575 л.с. / Бензин,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,4 ноября,184,3 или более,Оригинал,1,Растаможен,полный,чёрный,65 000 км,2015,1,690 000 ₽,0
BMW X5 40d III (F15),2.0 л / 150 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,27 сентября,1126,1 владелец,Оригинал,1,Растаможен,задний,чёрный,61 000 км,2017,0,2 900 000 ₽,0
BMW 1 серии 123d I (E81/E82/E87/E88) Рестайлинг,3.0 л / 218 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,28 сентября,1621 (1 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,294 300 км,2008,1,2 950 000 ₽,0
BMW 5 серии 530d xDrive VII (G30/G31) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,27 сентября,2628 (1 сегодня),2 владельца,Оригинал,1,Растаможен,задний,белый,18 000 км,2020,0,9 973 000 ₽,0
BMW 5 серии 540i IV (E39),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,26 сентября,2643 (4 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,312 000 км,1999,0,4 100 000 ₽,0
BMW X5 M50d IV (G05),3.0 л / 340 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,12 сентября,881 (1 сегодня),2 владельца,Оригинал,0,Растаможен,полный,синий,17 000 км,2020,0,3 780 000 ₽,0
BMW 5 серии 520d xDrive VII (G30/G31),3.0 л / 313 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,4 августа,2907 (2 сегодня),3 или более,Дубликат,1,Растаможен,полный,чёрный,70 000 км,2018,0,1 640 000 ₽,0
BMW X5 3.0d I (E53) Рестайлинг,2.0 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,20 мая,2757,1 владелец,Оригинал,1,Растаможен,задний,чёрный,325 000 км,2005,0,2 800 000 ₽,0
BMW X1 20d I (E84),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,22 сентября,197 (1 сегодня),1 владелец,Оригинал,1,Растаможен,полный,синий,133 000 км,2012,0,8 500 000 ₽,0
BMW 7 серии 740i III (E38) Рестайлинг,4.4 л / 530 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,29 сентября,1403 (1 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,250 000 км,2000,0,8 000 000 ₽,0
BMW 5 серии 530i xDrive VII (G30/G31) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,25 мая,7198 (4 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,22 000 км,2021,0,3 290 000 ₽,0
BMW 3 серии 320i IV (E46) Рестайлинг,2.0 л / 249 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,3 ноября,266 (2 сегодня),3 или более,Оригинал,0,Растаможен,полный,серебристый,193 000 км,2002,0,690 000 ₽,0
