title,engine,gearbox,body,wheel,condition,creation_date,views_cnt,owners,pts,accident,customs,transmission,color,mileage,year,real_owner,price,dealer
BMW X5 25d IV (G05),3.0 л / 450 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,25 октября,1428 (6 сегодня),3 или более,Оригинал,0,Растаможен,задний,чёрный,18 300 км,2021,0,1 460 000 ₽,0
BMW 3 серии 330d V (E90/E91/E92/E93) Рестайлинг,3.0 л / 306 л.с. / Бензин,автоматическая,универсал 5 дв.,Левый,Не требует ремонта,19 октября,991 (4 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,209 000 км,2011,0,1 698 000 ₽,0
BMW X3 30d xDrive II (F25),3.0 л / 245 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,21 июля,1518,3 или более,Оригинал,1,Растаможен,полный,чёрный,166 000 км,2012,1,1 750 000 ₽,0
BMW 3 серии 330d xDrive VII (G2x),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,4 ноября,156 (5 сегодня),2 владельца,Оригинал,1,Растаможен,полный,серый,49 505 км,2020,0,1 750 000 ₽,0
BMW X5 3.0sd II (E70),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 августа,1826 (2 сегодня),3 или более,Дубликат,1,Растаможен,задний,белый,280 000 км,2008,0,800 000 ₽,0
BMW X7 M50d I (G07),2.9 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,11 октября,698 (1 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,1 200 км,2022,0,3 490 000 ₽,0
BMW 7 серии Long 730Ld xDrive VI (G11/G12) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,31 октября,198,2 владельца,Оригинал,1,Растаможен,полный,чёрный,14 900 км,2021,0,1 650 000 ₽,0
BMW 7 серии Long 750Li III (E38) Рестайлинг,2.0 л / 245 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,13 мая 2018,110691 (2 сегодня),1 владелец,Оригинал,0,Растаможен,полный,фиолетовый,180 000 км,1999,0,4 990 000 ₽,0
BMW X1 18i I (E84),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,12 ноября 2017,82 (2 сегодня),2 владельца,Оригинал,0,Растаможен,полный,красный,138 312 км,2011,0,2 599 999 ₽,0
BMW X4 30d II (G02),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,27 сентября,1712 (1 сегодня),3 или более,Оригинал,1,Растаможен,полный,серебристый,8 000 км,2018,0,3 850 000 ₽,0
BMW 3 серии 320i IV (E46) Рестайлинг,2.0 л / 249 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,21 октября,781,3 или более,Оригинал,1,Растаможен,полный,чёрный,200 000 км,2004,0,3 500 000 ₽,0
BMW X5 30d IV (G05),3.0 л / 431 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,4 ноября,100,2 владельца,Оригинал,0,Растаможен,задний,чёрный,19 000 км,2019,0,9 200 000 ₽,0
BMW 5 серии 535xi V (E60/E61) Рестайлинг,4.4 л / 530 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,29 октября,552 (2 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,228 000 км,2008,0,8 280 000 ₽,0
BMW 7 серии Long 740Ld xDrive VI (G11/G12),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 июня,2111 (2 сегодня),3 или более,Оригинал,0,Растаможен,полный,синий,70 000 км,2017,0,1 850 000 ₽,0
BMW X7 30d I (G07),3.0 л / 306 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 октября,1278 (1 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,62 000 км,2020,0,4 510 000 ₽,0
BMW X1 20i xDrive II (F48),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,22 октября,80,3 или более,Оригинал,1,Растаможен,полный,коричневый,165 359 км,2016,0,2 500 000 ₽,0
BMW X4 30d II (G02) Рестайлинг,3.0 л / 258 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,11 октября,1812 (2 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,28 500 км,2021,0,10 300 000 ₽,0
BMW 5 серии 520i VI (F10/F11/F07) Рестайлинг,4.4 л / 600 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,8 марта,2185 (6 сегодня),3 или более,Дубликат,1,Растаможен,полный,чёрный,156 000 км,2015,0,1 200 000 ₽,0
BMW M4 Competition Package F82/F83 Рестайлинг,3.0 л / 235 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,27 сентября,2017 (1 сегодня),1 владелец,Оригинал,1,Растаможен,полный,голубой,50 000 км,2020,1,7 500 000 ₽,0
BMW X6 35i I (E71),3.0 л / 400 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,22 сентября,674,3 или более,Дубликат,1,Растаможен,полный,чёрный,300 000 км,2008,0,220 000 ₽,0
BMW X5 30d II (E70) Рестайлинг,1.6 л / 102 л.с. / Бензин,механическая,внедорожник 5 дв.,Левый,Не требует ремонта,30 октября,255 (2 сегодня),1 владелец,Оригинал,0,Растаможен,задний,серый,215 000 км,2011,0,1 490 000 ₽,0
BMW 3 серии 320i xDrive VI (F3x),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,9 октября,182,2 владельца,Оригинал,0,Растаможен,задний,чёрный,142 569 км,2014,0,3 090 000 ₽,0
BMW 5 серии 520i VI (F10/F11/F07) Рестайлинг,3.0 л / 340 л.с. / Бензин,роботизированная,седан,Левый,Не требует ремонта,23 октября,106,3 или более,Оригинал,1,Растаможен,задний,белый,163 888 км,2015,0,550 000 ₽,0
BMW X5 3.0d I (E53),1.6 л / 100 л.с. / Бензин,механическая,внедорожник 5 дв.,Левый,Не требует ремонта,29 июля,2249 (5 сегодня),3 или более,Оригинал,1,Растаможен,задний,чёрный,326 000 км,2003,0,990 000 ₽,0
BMW X3 20d xDrive III (G01),1.6 л / 170 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,25 октября,563 (4 сегодня),3 или более,Дубликат,1,Растаможен,задний,чёрный,69 000 км,2020,0,590 000 ₽,0
BMW 5 серии 528i xDrive VI (F10/F11/F07) Рестайлинг,1.6 л / 115 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,4 августа,3143,3 или более,Оригинал,1,Растаможен,задний,чёрный,110 435 км,2014,0,1 725 000 ₽,0
BMW X4 30d II (G02),3.0 л / 320 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,14 октября,954 (1 сегодня),1 владелец,Оригинал,0,Растаможен,задний,красный,29 055 км,2020,0,4 990 000 ₽,0
BMW 3 серии 320i xDrive VI (F3x) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,19 сентября,700 (7 сегодня),3 или более,Оригинал,1,Растаможен,полный,серый,81 000 км,2018,1,950 000 ₽,0
BMW 5 серии 530i xDrive VII (G30/G31),2.0 л / 184 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 августа,3415,3 или более,Дубликат,1,Растаможен,задний,чёрный,58 960 км,2019,0,220 000 ₽,0
BMW M4 F82/F83,1.6 л / 102 л.с. / Бензин,механическая,купе,Левый,Не требует ремонта,6 марта,4211 (7 сегодня),1 владелец,Оригинал,1,Растаможен,задний,оранжевый,100 000 км,2016,0,9 500 000 ₽,0
BMW X5 M50i IV (G05),3.0 л / 340 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,27 октября,405,3 или более,Оригинал,0,Растаможен,полный,чёрный,23 200 км,2020,0,880 000 ₽,0
BMW 7 серии 730d xDrive VI (G11/G12) Рестайлинг,2.0 л / 150 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,28 сентября,758 (1 сегодня),1 владелец,Оригинал,1,Растаможен,задний,белый,34 000 км,2021,1,3 990 000 ₽,0
BMW 3 серии 335i V (E90/E91/E92/E93) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,универсал 5 дв.,Левый,Не требует ремонта,21 июля,6996 (7 сегодня),1 владелец,Оригинал,1,Растаможен,полный,серый,191 000 км,2009,1,7 999 999 ₽,0
BMW 5 серии 520d xDrive VII (G30/G31) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,24 октября,1481 (2 сегодня),3 или более,Дубликат,1,Растаможен,полный,серый,38 000 км,2020,1,529 000 ₽,0
BMW 7 серии 730d xDrive V (F01/F02/F04) Рестайлинг,2.5 л / 218 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,28 октября,459 (1 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,115 000 км,2015,0,8 150 000 ₽,0
BMW X5 M III (F95),3.0 л / 340 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,304,3 или более,Дубликат,0,Растаможен,полный,чёрный,16 305 км,2020,0,6 200 000 ₽,0
BMW X5 30d II (E70),4.4 л / 560 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,2 октября,952 (4 сегодня),2 владельца,Оригинал,0,Растаможен,задний,чёрный,280 000 км,2009,1,2 100 000 ₽,0
BMW X7 M50d I (G07),3.0 л / 245 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 октября,324 (3 сегодня),3 или более,Оригинал,0,Растаможен,полный,серый,118 000 км,2019,0,1 900 000 ₽,0
BMW 3 серии 316i III (E36),5.0 л / 507 л.с. / Бензин,роботизированная,седан,Левый,Не требует ремонта,4 ноября,181 (2 сегодня),3 или более,Дубликат,0,Растаможен,задний,белый,186 000 км,1995,0,685 000 ₽,0
BMW 3 серии 320i VI (F3x),2.5 л / 218 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,9 февраля,1916 (1 сегодня),3 или более,Дубликат,0,Растаможен,задний,белый,181 000 км,2015,0,3 030 000 ₽,0
BMW Z4 35is II (E89),3.0 л / 249 л.с. / Дизель,автоматическая,родстер,Левый,Не требует ремонта,14 августа 2021,15806 (1 сегодня),3 или более,Дубликат,1,Растаможен,полный,жёлтый,58 000 км,2012,0,450 000 ₽,0
BMW 3 серии 316i II (E30),2.8 л / 193 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,9 июня 2017,43418 (3 сегодня),3 или более,Оригинал,1,Растаможен,задний,чёрный,300 000 км,1989,1,3 890 000 ₽,0
BMW 1 серии 118i II (F20/F21),3.0 л / 249 л.с. / Дизель,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,3 ноября,130,1 владелец,Оригинал,1,Растаможен,полный,серебристый,140 000 км,2013,1,4 835 000 ₽,0
BMW 1 серии 116i I (E81/E82/E87/E88) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,16 октября,208,3 или более,Оригинал,1,Растаможен,полный,чёрный,170 500 км,2009,0,1 400 000 ₽,0
BMW 6 серии 640i III (F06/F13/F12),2.0 л / 184 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,14 сентября,2696 (3 сегодня),1 владелец,Оригинал,1,Растаможен,задний,красный,113 000 км,2011,0,400 000 ₽,0
BMW X3 20d xDrive III (G01),2.0 л / 46 л.с. / Бензин,механическая,внедорожник 5 дв.,Левый,Не требует ремонта,11 октября,721 (1 сегодня),1 владелец,Оригинал,0,Растаможен,задний,чёрный,12 500 км,2021,0,2 720 000 ₽,0
BMW 1 серии 120d II (F20/F21),2.0 л / 150 л.с. / Дизель,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,24 октября,762 (2 сегодня),3 или более,Оригинал,0,Растаможен,задний,белый,235 000 км,2011,0,1 150 150 ₽,0
BMW 3 серии 316i III (E36),3.0 л / 306 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,4 ноября,181 (2 сегодня),3 или более,Оригинал,0,Растаможен,полный,белый,186 000 км,1995,0,4 790 000 ₽,0
BMW X6 40i III (G06),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,4 ноября,182 (5 сегодня),3 или более,Оригинал,1,Растаможен,полный,белый,44 508 км,2021,0,3 800 000 ₽,0
BMW X1 18i I (E84),3.0 л / 370 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,6 октября,300,1 владелец,Оригинал,0,Растаможен,задний,белый,168 000 км,2010,0,2 500 000 ₽,0
BMW X5 30d III (F15),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,292,1 владелец,Оригинал,1,Растаможен,задний,серебристый,97 500 км,2018,0,2 430 000 ₽,0
BMW X5 30d IV (G05),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,25 сентября,1528 (2 сегодня),1 владелец,Оригинал,0,Растаможен,задний,чёрный,14 500 км,2020,0,12 300 000 ₽,0
BMW 3 серии 325xi V (E90/E91/E92/E93),4.4 л / 625 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,20 апреля,4628 (4 сегодня),3 или более,Дубликат,0,Растаможен,полный,чёрный,250 000 км,2006,0,1 250 000 ₽,0
BMW X7 40i I (G07),3.0 л / 265 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,12 октября,730 (2 сегодня),2 владельца,Оригинал,0,Растаможен,задний,белый,32 000 км,2020,0,1 700 000 ₽,0
BMW M6 III (F06/F13/F12),2.0 л / 245 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,11 февраля,11521 (1 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,39 200 км,2016,0,9 150 000 ₽,0
BMW X5 30d II (E70) Рестайлинг,3.0 л / 340 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,4 октября,1145,1 владелец,Оригинал,0,Растаможен,полный,синий,155 000 км,2013,0,4 100 000 ₽,0
BMW M6 II (E63/E64),3.0 л / 265 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,30 октября,402 (2 сегодня),3 или более,Дубликат,0,Растаможен,полный,бежевый,138 000 км,2006,0,2 100 000 ₽,0
BMW 3 серии 325i V (E90/E91/E92/E93),4.4 л / 555 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,11 октября,361 (2 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,278 690 км,2005,0,9 000 000 ₽,0
BMW X6 30d II (F16),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,27 октября,512,3 или более,Оригинал,1,Растаможен,полный,белый,96 500 км,2015,1,1 525 000 ₽,0
BMW 7 серии 728i III (E38),4.4 л / 407 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,3 ноября,279 (5 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,400 000 км,1997,0,420 000 ₽,0
BMW 5 серии 530d xDrive VII (G30/G31),1.8 л / 115 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,11 сентября,567,2 владельца,Оригинал,0,Растаможен,задний,синий,125 500 км,2018,0,420 000 ₽,0
BMW X6 30d II (F16),1.8 л / 115 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,24 мая,1281,1 владелец,Оригинал,1,Растаможен,задний,коричневый,45 800 км,2018,0,9 500 000 ₽,0
BMW 3 серии 320i VI (F3x),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 мая,2524 (3 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,72 000 км,2012,0,6 300 000 ₽,0
BMW 321 I,3.0 л / 249 л.с. / Дизель,автоматическая,седан 2 дв.,Левый,Не требует ремонта,4 ноября,571 (11 сегодня),3 или более,Дубликат,1,Растаможен,полный,чёрный,300 000 км,1937,0,299 000 ₽,0
BMW 3 серии 318d VII (G2x),1.8 л / 113 л.с. / Бензин,механическая,седан,Левый,Не требует ремонта,30 октября,268,2 владельца,Оригинал,1,Растаможен,задний,синий,59 000 км,2020,0,3 600 000 ₽,0
BMW X6 35i I (E71),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,21 февраля,11424 (2 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,139 538 км,2009,0,5 690 000 ₽,0
BMW 6 серии Gran Turismo 630d xDrive IV (G32),3.0 л / 265 л.с. / Дизель,автоматическая,лифтбек,Левый,Не требует ремонта,30 октября,110,1 владелец,Оригинал,1,Растаможен,полный,бежевый,21 500 км,2018,0,1 850 000 ₽,0
BMW M2 F87 Рестайлинг,2.0 л / 184 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,4 ноября,202 (4 сегодня),1 владелец,Оригинал,1,Растаможен,полный,голубой,56 000 км,2017,0,6 150 000 ₽,0
BMW 5 серии 520d VII (G30/G31),3.0 л / 400 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,29 октября,530 (2 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,85 000 км,2019,0,750 000 ₽,0
BMW 3 серии 320d VI (F3x) Рестайлинг,2.0 л / 156 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,3 ноября,169,2 владельца,Оригинал,1,Растаможен,задний,синий,42 500 км,2018,0,3 350 000 ₽,0
BMW M5 Competition VI (F90) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,3 октября,1143 (4 сегодня),1 владелец,Оригинал,0,Растаможен,полный,красный,15 000 км,2020,0,7 773 000 ₽,0
BMW Z4 I (E85/E86) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,11 сентября,1537,3 или более,Дубликат,1,Растаможен,полный,красный,194 000 км,2006,1,250 000 ₽,0
BMW 5 серии 528i xDrive VI (F10/F11/F07),2.5 л / 143 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,29 октября,92,2 владельца,Оригинал,1,Растаможен,задний,чёрный,124 950 км,2013,1,3 900 000 ₽,0
BMW X6 40d III (G06),3.0 л / 265 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,11 октября,331 (1 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,22 000 км,2021,0,3 500 000 ₽,0
BMW X3 30d xDrive III (G01),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 сентября,79,1 владелец,Оригинал,1,Растаможен,полный,чёрный,70 000 км,2019,0,3 100 000 ₽,0
BMW X5 M I (E70),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,24 апреля,8840 (1 сегодня),2 владельца,Дубликат,0,Растаможен,полный,чёрный,212 000 км,2012,0,890 000 ₽,0
BMW X6 30d III (G06),4.4 л / 286 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,24 марта,4100,1 владелец,Оригинал,1,Растаможен,задний,зелёный,18 000 км,2021,0,2 990 000 ₽,0
BMW X5 50i II (E70) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 января,2957 (3 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,107 000 км,2011,0,4 300 000 ₽,0
BMW 3 серии N46 316i IV (E46) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,1 ноября,502 (5 сегодня),3 или более,Оригинал,1,Растаможен,полный,чёрный,337 000 км,2004,1,500 000 ₽,0
BMW 3 серии N46 316i IV (E46) Рестайлинг,1.6 л / 115 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,1 ноября,502 (5 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,337 000 км,2004,1,8 765 000 ₽,0
BMW X7 30d I (G07),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,2 октября,1141 (1 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,25 500 км,2021,0,5 500 000 ₽,0
BMW 7 серии 730d xDrive VI (G11/G12) Рестайлинг,3.0 л / 313 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 октября,857 (9 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,44 264 км,2020,0,5 430 000 ₽,0
BMW 3 серии 318i II (E30),3.0 л / 249 л.с. / Дизель,автоматическая,универсал 5 дв.,Левый,Не требует ремонта,10 октября,1526 (4 сегодня),1 владелец,Оригинал,1,Растаможен,полный,красный,270 000 км,1990,0,7 950 000 ₽,0
BMW X5 30d III (F15),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 апреля,8054 (3 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,62 000 км,2017,0,8 000 000 ₽,0
BMW X5 30d IV (G05),3.0 л / 387 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,4 ноября,41,3 или более,Оригинал,1,Растаможен,задний,чёрный,72 000 км,2019,0,1 390 000 ₽,0
BMW X3 20d xDrive II (F25),2.5 л / 204 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 июля,4255,1 владелец,Оригинал,0,Растаможен,задний,серый,76 500 км,2014,1,3 390 000 ₽,0
BMW X5 M50d IV (G05),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,314 (5 сегодня),1 владелец,Оригинал,1,Растаможен,полный,серый,59 500 км,2019,0,3 650 000 ₽,0
BMW 5 серии 520i V (E60/E61) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 июня,6567 (2 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,156 000 км,2009,1,2 950 000 ₽,0
BMW 5 серии 530d xDrive VII (G30/G31),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,20 октября,808 (4 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,101 000 км,2017,0,3 000 000 ₽,0
BMW X7 30d I (G07),2.0 л / 150 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,21 октября,380 (3 сегодня),3 или более,Оригинал,1,Растаможен,задний,чёрный,50 637 км,2020,0,1 650 000 ₽,0
BMW 5 серии 525d IV (E39),2.0 л / 204 л.с. / Дизель,механическая,седан,Левый,Не требует ремонта,3 ноября,265 (4 сегодня),3 или более,Дубликат,0,Растаможен,задний,чёрный,376 000 км,1998,0,1 970 000 ₽,0
BMW 7 серии Long 730Ld xDrive VI (G11/G12),3.0 л / 258 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 октября,701 (1 сегодня),3 или более,Дубликат,0,Растаможен,полный,чёрный,88 000 км,2017,0,800 000 ₽,0
BMW X3 20i xDrive III (G01),4.4 л / 286 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,8 октября,2497 (1 сегодня),2 владельца,Оригинал,1,Растаможен,задний,серый,18 000 км,2019,0,9 973 000 ₽,0
BMW 3 серии 320d xDrive VII (G2x),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 ноября,384 (5 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,49 145 км,2019,0,5 200 000 ₽,0
BMW 5 серии 540i IV (E39) Рестайлинг,3.0 л / 340 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 октября,1297 (4 сегодня),3 или более,Дубликат,1,Растаможен,полный,серебристый,220 028 км,2001,0,1 350 000 ₽,0
BMW 5 серии 520d VII (G30/G31),2.0 л / 184 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 октября,784 (4 сегодня),3 или более,Оригинал,1,Растаможен,полный,серый,30 281 км,2018,0,830 000 ₽,0
BMW X3 20d xDrive III (G01),3.0 л / 218 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 октября,400 (5 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,17 300 км,2021,1,5 500 000 ₽,0
BMW 1 серии 116i I (E81/E82/E87/E88) Рестайлинг,3.0 л / 313 л.с. / Дизель,автоматическая,хэтчбек 3 дв.,Левый,Не требует ремонта,3 ноября,205 (2 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,214 000 км,2010,0,4 700 000 ₽,0
BMW X6 30d III (G06),3.0 л / 381 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,4 ноября,79 (3 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,31 200 км,2020,0,5 200 000 ₽,0
BMW X5 40d III (F15),3.0 л / 340 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 сентября,822,1 владелец,Оригинал,1,Растаможен,полный,белый,39 000 км,2017,1,5 430 000 ₽,0
BMW X5 30d IV (G05),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,297 (2 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,59 000 км,2019,0,7 950 000 ₽,0
BMW X7 30d I (G07),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,19 октября,441 (2 сегодня),3 или более,Дубликат,1,Растаможен,полный,чёрный,59 000 км,2020,0,1 970 000 ₽,0
BMW Z4 M40i III (G29),3.0 л / 258 л.с. / Дизель,автоматическая,родстер,Левый,Не требует ремонта,17 июля,5795 (6 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,3 000 км,2021,0,8 765 000 ₽,0
BMW 5 серии 523i VI (F10/F11/F07),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 мая,2087 (3 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,189 000 км,2010,0,3 390 000 ₽,0
BMW 3 серии 320d xDrive VII (G2x),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,30 сентября,627 (1 сегодня),1 владелец,Оригинал,0,Растаможен,полный,белый,46 800 км,2021,0,3 650 000 ₽,0
BMW X3 20d xDrive III (G01),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,17 сентября,152 (1 сегодня),1 владелец,Оригинал,1,Растаможен,полный,синий,79 728 км,2018,0,3 000 000 ₽,0
BMW 5 серии 520d VI (F10/F11/F07) Рестайлинг,2.0 л / 150 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,9 октября,984,2 владельца,Оригинал,0,Растаможен,задний,белый,15 169 км,2015,0,4 400 000 ₽,0
BMW i3 60Ah I (I01),3.0 л / 313 л.с. / Дизель,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,4 ноября,184,3 или более,Оригинал,1,Растаможен,полный,чёрный,65 000 км,2015,1,1 650 000 ₽,0
